"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","135","test_rpc_method_is_available[Test for Hydration, url: wss://hydration.rotko.net]","tests","2026-08-18","passed","2026-08-18","","test_rpc_methods_availability","",""
"","0","test_can_create_connection[Test for Polkadot Bridge Hub, url: wss://bridge-hub-polkadot.rotko.net]","tests","2026-08-18","passed","2026-08-18","","test_nodes_availability","",""
"","0","test_address_prefix[Test for Curio]","tests","2026-08-18","broken","2026-08-18","TestNetworkPrefix","test_network_parameters","",""
"","0","test_can_create_connection[Test for Kusama Asset Hub, url: wss://rpc-asset-hub-kusama.luckyfriday.io]","tests","2026-08-18","passed","2026-08-18","","test_nodes_availability","",""
"","3","test_rpc_node_is_synced[Test for Polkadot Relay, url: wss://rpc-polkadot.luckyfriday.io]","tests","2026-08-18","passed","2026-08-18","","test_substrate_node_is_synced","",""
"","91","test_rpc_node_is_synced[Test for Cere, url: wss://rpc.mainnet.cere.network/ws]","tests","2026-08-18","passed","2026-08-18","","test_substrate_node_is_synced","",""
"","0","test_precision[Test for Polkadot Collectives]","tests","2026-08-18","broken","2026-08-18","TestPrecision","test_network_parameters","",""
"","1","test_can_create_connection[Test for Acala, url: wss://acala-rpc-3.aca-api.network/ws]","tests","2026-08-18","passed","2026-08-18","","test_nodes_availability","",""
"","0","test_precision[Test for Vara]","tests","2026-08-18","passed","2026-08-18","TestPrecision","test_network_parameters","",""
"","1","test_can_create_connection[Test for CC Enterprise, url: wss://mainnet.creditcoin.network/ws]","tests","2026-08-18","passed","2026-08-18","","test_nodes_availability","",""
"","98","test_rpc_node_is_synced[Test for Kusama Coretime, url: wss://ksm-rpc.stakeworld.io/coretime]","tests","2026-08-18","passed","2026-08-18","","test_substrate_node_is_synced","",""
"","0","test_chainId[Test for Cere]","tests","2026-08-18","passed","2026-08-18","TestChainId","test_network_parameters","",""
"","0","test_address_prefix[Test for Aventus]","tests","2026-08-18","passed","2026-08-18","TestNetworkPrefix","test_network_parameters","",""
"","1","test_chainId[Test for Acurast Canary]","tests","2026-08-18","passed","2026-08-18","TestChainId","test_network_parameters","",""
"","0","test_can_create_connection[Test for Astar, url: wss://rpc.astar.network]","tests","2026-08-18","passed","2026-08-18","","test_nodes_availability","",""
"","104","test_rpc_node_is_synced[Test for Heima, url: wss://heima-rpc.n.dwellir.com]","tests","2026-08-18","passed","2026-08-18","","test_substrate_node_is_synced","",""
"","7","test_has_new_assets[Test for Avail]","tests","2026-08-18","passed","2026-08-18","TestAssets","test_check_new_assets","",""
"","132","test_rpc_method_is_available[Test for Hydration, url: wss://hydration-rpc.neckwork.net]","tests","2026-08-18","passed","2026-08-18","","test_rpc_methods_availability","",""
"","93","test_has_new_assets[Test for Basilisk]","tests","2026-08-18","passed","2026-08-18","TestAssets","test_check_new_assets","",""
"","55","test_rpc_node_is_synced[Test for Pendulum, url: wss://rpc-pendulum.prd.pendulumchain.tech]","tests","2026-08-18","passed","2026-08-18","","test_substrate_node_is_synced","",""
"","17","test_has_new_assets[Test for DeepBrain]","tests","2026-08-18","passed","2026-08-18","TestAssets","test_check_new_assets","",""
"","0","test_rpc_method_is_available[Test for Shiden, url: wss://shiden.public.curie.radiumblock.co/ws]","tests","2026-08-18","broken","2026-08-18","","test_rpc_methods_availability","",""
"","0","test_rpc_node_is_synced[Test for Astar, url: wss://astar.public.curie.radiumblock.co/ws]","tests","2026-08-18","broken","2026-08-18","","test_substrate_node_is_synced","",""
"","10","test_has_new_assets[Test for Astar]","tests","2026-08-18","passed","2026-08-18","TestAssets","test_check_new_assets","",""
"","0","test_can_create_connection[Test for Polkadot Relay, url: wss://rpc-polkadot.luckyfriday.io]","tests","2026-08-18","passed","2026-08-18","","test_nodes_availability","",""
"","0","test_address_prefix[Test for Altair]","tests","2026-08-18","broken","2026-08-18","TestNetworkPrefix","test_network_parameters","",""
"","89","test_rpc_method_is_available[Test for Hyperbridge Nexus, url: wss://nexus.rpc.polytope.technology]","tests","2026-08-18","passed","2026-08-18","","test_rpc_methods_availability","",""
"","0","test_precision[Test for Enjin Relay]","tests","2026-08-18","passed","2026-08-18","TestPrecision","test_network_parameters","",""
"","91","test_rpc_node_is_synced[Test for Robonomics, url: wss://kusama.rpc.robonomics.network/]","tests","2026-08-18","passed","2026-08-18","","test_substrate_node_is_synced","",""
"","0","test_address_prefix[Test for Polkadot People]","tests","2026-08-18","passed","2026-08-18","TestNetworkPrefix","test_network_parameters","",""
"","0","test_rpc_node_is_synced[Test for Kusama Relay, url: wss://kusama.public.curie.radiumblock.co/ws]","tests","2026-08-18","broken","2026-08-18","","test_substrate_node_is_synced","",""
"","96","test_rpc_method_is_available[Test for Polkadot Relay, url: wss://dot-rpc.stakeworld.io]","tests","2026-08-18","passed","2026-08-18","","test_rpc_methods_availability","",""
"","0","test_can_create_connection[Test for Curio, url: wss://parachain.curioinvest.com/]","tests","2026-08-18","broken","2026-08-18","","test_nodes_availability","",""
