"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Dec 07 16:16:27 GMT 2022","Wed Dec 07 16:16:27 GMT 2022","141","","io.novafoundation.nova.balances.BalancesIntegrationTest","","io.novafoundation.nova.balances.BalancesIntegrationTest","testBalancesLoading[Getting balance for Polymesh Mainnet network]","testBalancesLoading[Getting balance for Polymesh Mainnet network]",""
"passed","Wed Dec 07 16:11:19 GMT 2022","Wed Dec 07 16:11:22 GMT 2022","2694","tests","test_network_parameters","TestPrecision","","","test_precision[Test for Crust Shadow]",""
"passed","Wed Dec 07 16:04:16 GMT 2022","Wed Dec 07 16:04:16 GMT 2022","614","tests","test_nodes_availability","","","","test_can_create_connection[Test for Statemine, url: wss://statemine-rpc.dwellir.com]",""
"passed","Wed Dec 07 16:06:06 GMT 2022","Wed Dec 07 16:06:08 GMT 2022","2071","tests","test_network_parameters","TestChainId","","","test_chainId[Test for Parallel]",""
"passed","Wed Dec 07 16:07:06 GMT 2022","Wed Dec 07 16:07:10 GMT 2022","4812","tests","test_network_parameters","TestChainId","","","test_chainId[Test for Integritee Parachain]",""
"passed","Wed Dec 07 16:05:46 GMT 2022","Wed Dec 07 16:05:46 GMT 2022","264","tests","test_nodes_availability","","","","test_can_create_connection[Test for Acala, url: wss://acala-rpc-3.aca-api.network/ws]",""
"passed","Wed Dec 07 16:05:13 GMT 2022","Wed Dec 07 16:05:16 GMT 2022","2525","tests","test_network_parameters","TestNetworkPrefix","","","test_address_prefix[Test for Aleph Zero]",""
"passed","Wed Dec 07 16:05:55 GMT 2022","Wed Dec 07 16:05:56 GMT 2022","1195","tests","test_nodes_availability","","","","test_can_create_connection[Test for Litentry, url: wss://rpc.litentry-parachain.litentry.io]",""
"passed","Wed Dec 07 16:05:19 GMT 2022","Wed Dec 07 16:05:20 GMT 2022","974","tests","test_nodes_availability","","","","test_can_create_connection[Test for Subsocial, url: wss://para.subsocial.network]",""
"passed","Wed Dec 07 16:10:54 GMT 2022","Wed Dec 07 16:10:57 GMT 2022","2851","tests","test_network_parameters","TestPrecision","","","test_precision[Test for Acala]",""
"passed","Wed Dec 07 16:05:37 GMT 2022","Wed Dec 07 16:05:38 GMT 2022","778","tests","test_nodes_availability","","","","test_can_create_connection[Test for Khala, url: wss://khala.api.onfinality.io/public-ws]",""
"broken","Wed Dec 07 16:12:17 GMT 2022","Wed Dec 07 16:12:20 GMT 2022","2571","tests","test_network_parameters","TestPrecision","","","test_precision[Test for Tanganika]",""
"passed","Wed Dec 07 16:16:23 GMT 2022","Wed Dec 07 16:16:23 GMT 2022","186","","io.novafoundation.nova.balances.BalancesIntegrationTest","","io.novafoundation.nova.balances.BalancesIntegrationTest","testBalancesLoading[Getting balance for Parallel Heiko network]","testBalancesLoading[Getting balance for Parallel Heiko network]",""
"passed","Wed Dec 07 16:12:16 GMT 2022","Wed Dec 07 16:12:18 GMT 2022","2730","tests","test_network_parameters","TestPrecision","","","test_precision[Test for Amplitude]",""
"passed","Wed Dec 07 16:06:48 GMT 2022","Wed Dec 07 16:06:54 GMT 2022","6035","tests","test_network_parameters","TestNetworkPrefix","","","test_address_prefix[Test for Ternoa]",""
"passed","Wed Dec 07 16:11:08 GMT 2022","Wed Dec 07 16:11:10 GMT 2022","2227","tests","test_network_parameters","TestPrecision","","","test_precision[Test for KICO]",""
"passed","Wed Dec 07 16:06:34 GMT 2022","Wed Dec 07 16:06:35 GMT 2022","821","tests","test_nodes_availability","","","","test_can_create_connection[Test for HydraDX, url: wss://rpc.hydradx.cloud]",""
"passed","Wed Dec 07 16:06:39 GMT 2022","Wed Dec 07 16:06:40 GMT 2022","761","tests","test_nodes_availability","","","","test_can_create_connection[Test for DAO IPCI, url: wss://kusama.rpc.ipci.io]",""
"passed","Wed Dec 07 16:09:34 GMT 2022","Wed Dec 07 16:09:40 GMT 2022","5851","tests","test_network_parameters","TestChainId","","","test_chainId[Test for Imbue]",""
"passed","Wed Dec 07 16:05:17 GMT 2022","Wed Dec 07 16:05:18 GMT 2022","1095","tests","test_nodes_availability","","","","test_can_create_connection[Test for Litmus, url: wss://rpc.litmus-parachain.litentry.io]",""
"passed","Wed Dec 07 16:11:13 GMT 2022","Wed Dec 07 16:11:16 GMT 2022","2830","tests","test_network_parameters","TestPrecision","","","test_precision[Test for Crab]",""
"passed","Wed Dec 07 16:10:59 GMT 2022","Wed Dec 07 16:11:05 GMT 2022","5935","tests","test_network_parameters","TestChainId","","","test_chainId[Test for Myriad]",""
"passed","Wed Dec 07 16:04:04 GMT 2022","Wed Dec 07 16:04:04 GMT 2022","577","tests","test_nodes_availability","","","","test_can_create_connection[Test for Moonriver, url: wss://moonriver.public.blastapi.io]",""
"passed","Wed Dec 07 16:05:15 GMT 2022","Wed Dec 07 16:05:15 GMT 2022","538","tests","test_nodes_availability","","","","test_can_create_connection[Test for Picasso, url: wss://picasso-rpc.composable.finance]",""
"passed","Wed Dec 07 16:05:53 GMT 2022","Wed Dec 07 16:05:53 GMT 2022","246","tests","test_nodes_availability","","","","test_can_create_connection[Test for Polkadex Solochain, url: wss://mainnet.polkadex.trade]",""
"passed","Wed Dec 07 16:08:40 GMT 2022","Wed Dec 07 16:08:47 GMT 2022","6840","tests","test_network_parameters","TestChainId","","","test_chainId[Test for Dora Factory]",""
"passed","Wed Dec 07 16:11:56 GMT 2022","Wed Dec 07 16:11:58 GMT 2022","2818","tests","test_network_parameters","TestPrecision","","","test_precision[Test for Bifrost Polkadot]",""
"passed","Wed Dec 07 16:09:40 GMT 2022","Wed Dec 07 16:09:46 GMT 2022","6013","tests","test_network_parameters","TestChainId","","","test_chainId[Test for Tinkernet]",""
"passed","Wed Dec 07 16:16:23 GMT 2022","Wed Dec 07 16:16:23 GMT 2022","210","","io.novafoundation.nova.balances.BalancesIntegrationTest","","io.novafoundation.nova.balances.BalancesIntegrationTest","testBalancesLoading[Getting balance for Integritee Parachain network]","testBalancesLoading[Getting balance for Integritee Parachain network]",""
"passed","Wed Dec 07 16:16:27 GMT 2022","Wed Dec 07 16:16:28 GMT 2022","424","","io.novafoundation.nova.balances.BalancesIntegrationTest","","io.novafoundation.nova.balances.BalancesIntegrationTest","testBalancesLoading[Getting balance for XX network network]","testBalancesLoading[Getting balance for XX network network]",""
"passed","Wed Dec 07 16:04:38 GMT 2022","Wed Dec 07 16:04:39 GMT 2022","836","tests","test_nodes_availability","","","","test_can_create_connection[Test for Kintsugi, url: wss://api-kusama.interlay.io/parachain]",""
"passed","Wed Dec 07 16:04:03 GMT 2022","Wed Dec 07 16:04:04 GMT 2022","294","tests","test_nodes_availability","","","","test_can_create_connection[Test for Moonriver, url: wss://wss.api.moonriver.moonbeam.network]",""
"passed","Wed Dec 07 16:08:06 GMT 2022","Wed Dec 07 16:08:13 GMT 2022","7019","tests","test_network_parameters","TestChainId","","","test_chainId[Test for Karura]",""
"passed","Wed Dec 07 16:06:38 GMT 2022","Wed Dec 07 16:06:38 GMT 2022","704","tests","test_nodes_availability","","","","test_can_create_connection[Test for Kapex, url: wss://k-ui.kapex.network]",""
"passed","Wed Dec 07 16:11:00 GMT 2022","Wed Dec 07 16:11:01 GMT 2022","852","tests","test_nodes_availability","","","","test_can_create_connection[Test for GM, url: wss://leemo.gmordie.com]",""
"passed","Wed Dec 07 16:06:36 GMT 2022","Wed Dec 07 16:06:36 GMT 2022","508","tests","test_nodes_availability","","","","test_can_create_connection[Test for Kylin, url: wss://polkadot.kylin-node.co.uk]",""
"passed","Wed Dec 07 16:11:52 GMT 2022","Wed Dec 07 16:11:55 GMT 2022","3023","tests","test_network_parameters","TestPrecision","","","test_precision[Test for Picasso]",""
"passed","Wed Dec 07 16:11:58 GMT 2022","Wed Dec 07 16:12:02 GMT 2022","3186","tests","test_network_parameters","TestPrecision","","","test_precision[Test for Litentry]",""
"passed","Wed Dec 07 16:06:45 GMT 2022","Wed Dec 07 16:06:50 GMT 2022","5552","tests","test_network_parameters","TestChainId","","","test_chainId[Test for Crab]",""
"passed","Wed Dec 07 16:04:37 GMT 2022","Wed Dec 07 16:04:37 GMT 2022","554","tests","test_nodes_availability","","","","test_can_create_connection[Test for Encointer, url: wss://encointer.api.onfinality.io/public-ws]",""
"passed","Wed Dec 07 16:12:30 GMT 2022","Wed Dec 07 16:12:40 GMT 2022","9138","tests","test_network_parameters","TestPrecision","","","test_precision[Test for XX network]",""
"passed","Wed Dec 07 16:05:22 GMT 2022","Wed Dec 07 16:05:22 GMT 2022","626","tests","test_nodes_availability","","","","test_can_create_connection[Test for Integritee Parachain, url: wss://integritee-kusama.api.onfinality.io/public-ws]",""
"passed","Wed Dec 07 16:04:24 GMT 2022","Wed Dec 07 16:04:24 GMT 2022","580","tests","test_nodes_availability","","","","test_can_create_connection[Test for Statemint, url: wss://statemint.api.onfinality.io/public-ws]",""
"passed","Wed Dec 07 16:06:08 GMT 2022","Wed Dec 07 16:06:10 GMT 2022","1641","tests","test_network_parameters","TestChainId","","","test_chainId[Test for CLV Parachain]",""
"passed","Wed Dec 07 16:04:16 GMT 2022","Wed Dec 07 16:04:19 GMT 2022","3217","tests","test_network_parameters","TestNetworkPrefix","","","test_address_prefix[Test for Statemine]",""
"passed","Wed Dec 07 16:16:25 GMT 2022","Wed Dec 07 16:16:26 GMT 2022","131","","io.novafoundation.nova.balances.BalancesIntegrationTest","","io.novafoundation.nova.balances.BalancesIntegrationTest","testBalancesLoading[Getting balance for Bajun network]","testBalancesLoading[Getting balance for Bajun network]",""
"passed","Wed Dec 07 16:09:01 GMT 2022","Wed Dec 07 16:09:10 GMT 2022","8996","tests","test_network_parameters","TestChainId","","","test_chainId[Test for Parallel Heiko]",""
"passed","Wed Dec 07 16:16:19 GMT 2022","Wed Dec 07 16:16:19 GMT 2022","89","","io.novafoundation.nova.balances.BalancesIntegrationTest","","io.novafoundation.nova.balances.BalancesIntegrationTest","testBalancesLoading[Getting balance for QUARTZ network]","testBalancesLoading[Getting balance for QUARTZ network]",""
"passed","Wed Dec 07 16:05:30 GMT 2022","Wed Dec 07 16:05:35 GMT 2022","5259","tests","test_network_parameters","TestNetworkPrefix","","","test_address_prefix[Test for Bifrost Polkadot]",""
"passed","Wed Dec 07 16:12:01 GMT 2022","Wed Dec 07 16:12:04 GMT 2022","2967","tests","test_network_parameters","TestPrecision","","","test_precision[Test for Mangata X]",""
"passed","Wed Dec 07 16:09:55 GMT 2022","Wed Dec 07 16:10:03 GMT 2022","8228","tests","test_network_parameters","TestChainId","","","test_chainId[Test for Acala]",""
"passed","Wed Dec 07 16:11:10 GMT 2022","Wed Dec 07 16:11:13 GMT 2022","3001","tests","test_network_parameters","TestPrecision","","","test_precision[Test for Litmus]",""
"passed","Wed Dec 07 16:05:39 GMT 2022","Wed Dec 07 16:05:39 GMT 2022","707","tests","test_nodes_availability","","","","test_can_create_connection[Test for KILT, url: wss://spiritnet.kilt.io/]",""
"passed","Wed Dec 07 16:11:05 GMT 2022","Wed Dec 07 16:11:08 GMT 2022","2887","tests","test_network_parameters","TestPrecision","","","test_precision[Test for Zeitgeist]",""
"passed","Wed Dec 07 16:16:17 GMT 2022","Wed Dec 07 16:16:18 GMT 2022","305","","io.novafoundation.nova.balances.BalancesIntegrationTest","","io.novafoundation.nova.balances.BalancesIntegrationTest","testBalancesLoading[Getting balance for Khala network]","testBalancesLoading[Getting balance for Khala network]",""
"passed","Wed Dec 07 16:04:04 GMT 2022","Wed Dec 07 16:04:04 GMT 2022","274","tests","test_nodes_availability","","","","test_can_create_connection[Test for Moonriver, url: wss://moonriver.api.onfinality.io/public-ws]",""
"passed","Wed Dec 07 16:16:22 GMT 2022","Wed Dec 07 16:16:22 GMT 2022","130","","io.novafoundation.nova.balances.BalancesIntegrationTest","","io.novafoundation.nova.balances.BalancesIntegrationTest","testBalancesLoading[Getting balance for Efinity network]","testBalancesLoading[Getting balance for Efinity network]",""
"broken","Wed Dec 07 16:05:02 GMT 2022","Wed Dec 07 16:05:15 GMT 2022","12475","tests","test_nodes_availability","","","","test_can_create_connection[Test for Kintsugi, url: wss://kintsugi-rpc.dwellir.com]",""
"passed","Wed Dec 07 16:11:22 GMT 2022","Wed Dec 07 16:11:25 GMT 2022","2723","tests","test_network_parameters","TestPrecision","","","test_precision[Test for Integritee Parachain]",""
"passed","Wed Dec 07 16:09:34 GMT 2022","Wed Dec 07 16:09:48 GMT 2022","13558","tests","test_network_parameters","TestChainId","","","test_chainId[Test for QUARTZ]",""
"broken","Wed Dec 07 16:05:20 GMT 2022","Wed Dec 07 16:05:36 GMT 2022","15638","tests","test_nodes_availability","","","","test_can_create_connection[Test for Parallel Heiko, url: wss://parallel-heiko.api.onfinality.io/public-ws]",""
"passed","Wed Dec 07 16:09:06 GMT 2022","Wed Dec 07 16:09:13 GMT 2022","6702","tests","test_network_parameters","TestChainId","","","test_chainId[Test for Kabocha]",""
"passed","Wed Dec 07 16:15:38 GMT 2022","Wed Dec 07 16:16:13 GMT 2022","35817","","io.novafoundation.nova.balances.BalancesIntegrationTest","","io.novafoundation.nova.balances.BalancesIntegrationTest","testBalancesLoading[Getting balance for Shiden network]","testBalancesLoading[Getting balance for Shiden network]",""
"passed","Wed Dec 07 16:11:16 GMT 2022","Wed Dec 07 16:11:19 GMT 2022","2875","tests","test_network_parameters","TestPrecision","","","test_precision[Test for Subsocial]",""
"passed","Wed Dec 07 16:10:06 GMT 2022","Wed Dec 07 16:10:09 GMT 2022","2455","tests","test_network_parameters","TestPrecision","","","test_precision[Test for Polkadot]",""
"passed","Wed Dec 07 16:06:15 GMT 2022","Wed Dec 07 16:06:15 GMT 2022","227","tests","test_nodes_availability","","","","test_can_create_connection[Test for Imbue, url: wss://imbue-kusama.imbue.network]",""
"passed","Wed Dec 07 16:07:14 GMT 2022","Wed Dec 07 16:07:21 GMT 2022","6546","tests","test_network_parameters","TestNetworkPrefix","","","test_address_prefix[Test for Snow]",""
"passed","Wed Dec 07 16:16:25 GMT 2022","Wed Dec 07 16:16:25 GMT 2022","93","","io.novafoundation.nova.balances.BalancesIntegrationTest","","io.novafoundation.nova.balances.BalancesIntegrationTest","testBalancesLoading[Getting balance for Aleph Zero Testnet network]","testBalancesLoading[Getting balance for Aleph Zero Testnet network]",""
"passed","Wed Dec 07 16:16:19 GMT 2022","Wed Dec 07 16:16:20 GMT 2022","234","","io.novafoundation.nova.balances.BalancesIntegrationTest","","io.novafoundation.nova.balances.BalancesIntegrationTest","testBalancesLoading[Getting balance for Robonomics network]","testBalancesLoading[Getting balance for Robonomics network]",""
"passed","Wed Dec 07 16:11:30 GMT 2022","Wed Dec 07 16:11:34 GMT 2022","3844","tests","test_network_parameters","TestPrecision","","","test_precision[Test for HydraDX]",""
"passed","Wed Dec 07 16:16:23 GMT 2022","Wed Dec 07 16:16:24 GMT 2022","152","","io.novafoundation.nova.balances.BalancesIntegrationTest","","io.novafoundation.nova.balances.BalancesIntegrationTest","testBalancesLoading[Getting balance for KILT Peregrine network]","testBalancesLoading[Getting balance for KILT Peregrine network]",""
"passed","Wed Dec 07 16:09:48 GMT 2022","Wed Dec 07 16:09:55 GMT 2022","7162","tests","test_network_parameters","TestChainId","","","test_chainId[Test for Bit.Country Pioneer]",""
"passed","Wed Dec 07 16:05:46 GMT 2022","Wed Dec 07 16:05:51 GMT 2022","5269","tests","test_network_parameters","TestNetworkPrefix","","","test_address_prefix[Test for Dora Factory]",""
"passed","Wed Dec 07 16:05:22 GMT 2022","Wed Dec 07 16:05:23 GMT 2022","573","tests","test_nodes_availability","","","","test_can_create_connection[Test for Integritee Parachain, url: wss://kusama.api.integritee.network]",""
"passed","Wed Dec 07 16:05:08 GMT 2022","Wed Dec 07 16:05:13 GMT 2022","4990","tests","test_network_parameters","TestNetworkPrefix","","","test_address_prefix[Test for Turing]",""
