"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","test_address_prefix[Test for Astar]","tests","Wed Nov 19 09:05:51 UTC 2025","passed","Wed Nov 19 09:05:51 UTC 2025","TestNetworkPrefix","test_network_parameters","",""
"","0","test_chainId[Test for Ternoa]","tests","Wed Nov 19 09:06:10 UTC 2025","passed","Wed Nov 19 09:06:10 UTC 2025","TestChainId","test_network_parameters","",""
"","8","test_has_new_assets[Test for Centrifuge Parachain]","tests","Wed Nov 19 09:06:30 UTC 2025","passed","Wed Nov 19 09:06:30 UTC 2025","TestAssets","test_check_new_assets","",""
"","7","test_has_new_assets[Test for UNIQUE]","tests","Wed Nov 19 09:06:26 UTC 2025","passed","Wed Nov 19 09:06:26 UTC 2025","TestAssets","test_check_new_assets","",""
"","1","test_can_create_connection[Test for Hyperbridge Nexus, url: wss://nexus.ibp.network]","tests","Wed Nov 19 09:08:46 UTC 2025","passed","Wed Nov 19 09:08:46 UTC 2025","","test_nodes_availability","",""
"","110","test_has_new_assets[Test for Karura]","tests","Wed Nov 19 09:05:44 UTC 2025","passed","Wed Nov 19 09:05:44 UTC 2025","TestAssets","test_check_new_assets","",""
"","1","test_can_create_connection[Test for Astar, url: wss://astar.public.curie.radiumblock.co/ws]","tests","Wed Nov 19 09:06:56 UTC 2025","passed","Wed Nov 19 09:06:56 UTC 2025","","test_nodes_availability","",""
"","0","test_rpc_method_is_available[Test for Xode, url: wss://rpc-kr.xode.net]","tests","Wed Nov 19 09:09:43 UTC 2025","broken","Wed Nov 19 09:09:43 UTC 2025","","test_rpc_methods_availability","",""
"","0","test_chainId[Test for Zeitgeist]","tests","Wed Nov 19 09:06:21 UTC 2025","passed","Wed Nov 19 09:06:21 UTC 2025","TestChainId","test_network_parameters","",""
"","6","test_rpc_node_is_synced[Test for UNIQUE, url: wss://unique.ibp.network]","tests","Wed Nov 19 09:07:50 UTC 2025","passed","Wed Nov 19 09:07:50 UTC 2025","","test_substrate_node_is_synced","",""
"","0","test_chainId[Test for Phala]","tests","Wed Nov 19 09:06:19 UTC 2025","passed","Wed Nov 19 09:06:19 UTC 2025","TestChainId","test_network_parameters","",""
"","11","test_rpc_node_is_synced[Test for Zeitgeist, url: wss://zeitgeist.api.onfinality.io/public-ws]","tests","Wed Nov 19 09:06:46 UTC 2025","passed","Wed Nov 19 09:06:46 UTC 2025","","test_substrate_node_is_synced","",""
