"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","test_chainId[Test for Manta Atlantic]","tests","2026-08-25","passed","2026-08-25","TestChainId","test_network_parameters","",""
"","1","test_chainId[Test for NeuroWeb]","tests","2026-08-25","passed","2026-08-25","TestChainId","test_network_parameters","",""
"","7","test_has_new_assets[Test for Hydration]","tests","2026-08-25","passed","2026-08-25","TestAssets","test_check_new_assets","",""
"","0","test_can_create_connection[Test for Kusama Bridge Hub, url: wss://bridge-hub-kusama.rotko.net]","tests","2026-08-25","passed","2026-08-25","","test_nodes_availability","",""
"","0","test_can_create_connection[Test for Heima, url: wss://rpc.litentry-parachain.litentry.io]","tests","2026-08-25","passed","2026-08-25","","test_nodes_availability","",""
"","116","test_rpc_node_is_synced[Test for Kusama Relay, url: wss://rpc-kusama-2.novasama-tech.org]","tests","2026-08-25","passed","2026-08-25","","test_substrate_node_is_synced","",""
"","0","test_chainId[Test for Shiden]","tests","2026-08-25","passed","2026-08-25","TestChainId","test_network_parameters","",""
"","109","test_rpc_node_is_synced[Test for Polkadot Asset Hub, url: wss://asset-hub-polkadot-rpc.n.dwellir.com]","tests","2026-08-25","passed","2026-08-25","","test_substrate_node_is_synced","",""
"","134","test_rpc_node_is_synced[Test for JAMTON, url: wss://rpc.jamton.network]","tests","2026-08-25","passed","2026-08-25","","test_substrate_node_is_synced","",""
"","98","test_rpc_node_is_synced[Test for Kusama People, url: wss://ksm-rpc.stakeworld.io/people]","tests","2026-08-25","passed","2026-08-25","","test_substrate_node_is_synced","",""
"","5","test_rpc_node_is_synced[Test for Polkadot Coretime, url: wss://rpc-coretime-polkadot.luckyfriday.io]","tests","2026-08-25","passed","2026-08-25","","test_substrate_node_is_synced","",""
"","1","test_can_create_connection[Test for Kusama Coretime, url: wss://kusama-coretime-rpc.polkadot.io]","tests","2026-08-25","passed","2026-08-25","","test_nodes_availability","",""
"","1","test_can_create_connection[Test for NeuroWeb, url: wss://parachain-rpc.origin-trail.network]","tests","2026-08-25","passed","2026-08-25","","test_nodes_availability","",""
"","0","test_can_create_connection[Test for Kusama Coretime, url: wss://ksm-rpc.stakeworld.io/coretime]","tests","2026-08-25","passed","2026-08-25","","test_nodes_availability","",""
"","0","test_can_create_connection[Test for UNIQUE, url: wss://us-ws.unique.network/]","tests","2026-08-25","passed","2026-08-25","","test_nodes_availability","",""
"","1","test_chainId[Test for Basilisk]","tests","2026-08-25","passed","2026-08-25","TestChainId","test_network_parameters","",""
"","3","test_rpc_node_is_synced[Test for GIANT, url: wss://rpc-anchor-2-mainnet-az-ue1.giantprotocol.org:443]","tests","2026-08-25","passed","2026-08-25","","test_substrate_node_is_synced","",""
"","116","test_rpc_node_is_synced[Test for Polkadot Relay, url: wss://rpc-polkadot-1.novasama-tech.org]","tests","2026-08-25","passed","2026-08-25","","test_substrate_node_is_synced","",""
"","6","test_has_new_assets[Test for Kusama Bridge Hub]","tests","2026-08-25","passed","2026-08-25","TestAssets","test_check_new_assets","",""
