"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Apr 14 04:17:37 GMT 2024","Sun Apr 14 04:17:38 GMT 2024","872","","io.novafoundation.nova.balances.BalancesIntegrationTest","","io.novafoundation.nova.balances.BalancesIntegrationTest","testBalancesLoading[Moonbase Alpha]","testBalancesLoading[Moonbase Alpha]",""
"broken","Sun Apr 14 04:06:38 GMT 2024","Sun Apr 14 04:06:38 GMT 2024","0","tests","test_nodes_availability","","","","test_can_create_connection[Test for Hashed Network, url: wss://c3.hashed.live]",""
"passed","Sun Apr 14 04:18:27 GMT 2024","Sun Apr 14 04:18:28 GMT 2024","885","","io.novafoundation.nova.balances.BalancesIntegrationTest","","io.novafoundation.nova.balances.BalancesIntegrationTest","testFeeLoading[Ternoa]","testFeeLoading[Ternoa]",""
"passed","Sun Apr 14 04:06:43 GMT 2024","Sun Apr 14 04:06:43 GMT 2024","0","tests","test_nodes_availability","","","","test_can_create_connection[Test for Frequency, url: wss://0.rpc.frequency.xyz]",""
"passed","Sun Apr 14 04:04:27 GMT 2024","Sun Apr 14 04:04:27 GMT 2024","0","tests","test_network_parameters","TestNetworkPrefix","","","test_address_prefix[Test for Astar]",""
"passed","Sun Apr 14 04:04:10 GMT 2024","Sun Apr 14 04:04:11 GMT 2024","312","tests","test_eth_nodes_availability","TestETHNodesAvailability","","","test_rpc_node_is_synced[Test for Ethereum, url: https://eth-pokt.nodies.app]",""
"passed","Sun Apr 14 04:06:26 GMT 2024","Sun Apr 14 04:06:26 GMT 2024","1","tests","test_nodes_availability","","","","test_can_create_connection[Test for XX network, url: wss://rpc-hetzner.xx.network]",""
"passed","Sun Apr 14 04:17:56 GMT 2024","Sun Apr 14 04:17:56 GMT 2024","332","","io.novafoundation.nova.balances.BalancesIntegrationTest","","io.novafoundation.nova.balances.BalancesIntegrationTest","testFeeLoading[Aleph Zero]","testFeeLoading[Aleph Zero]",""
"passed","Sun Apr 14 04:17:53 GMT 2024","Sun Apr 14 04:17:53 GMT 2024","518","","io.novafoundation.nova.balances.BalancesIntegrationTest","","io.novafoundation.nova.balances.BalancesIntegrationTest","testFeeLoading[Turing]","testFeeLoading[Turing]",""
"broken","Sun Apr 14 04:18:22 GMT 2024","Sun Apr 14 04:18:23 GMT 2024","556","","io.novafoundation.nova.balances.BalancesIntegrationTest","","io.novafoundation.nova.balances.BalancesIntegrationTest","testFeeLoading[Tinkernet]","testFeeLoading[Tinkernet]",""
"passed","Sun Apr 14 04:18:08 GMT 2024","Sun Apr 14 04:18:09 GMT 2024","928","","io.novafoundation.nova.balances.BalancesIntegrationTest","","io.novafoundation.nova.balances.BalancesIntegrationTest","testFeeLoading[Litentry]","testFeeLoading[Litentry]",""
"passed","Sun Apr 14 04:05:18 GMT 2024","Sun Apr 14 04:05:18 GMT 2024","10","tests","test_check_new_assets","TestAssets","","","test_has_new_assets[Test for Vara]",""
"passed","Sun Apr 14 04:17:23 GMT 2024","Sun Apr 14 04:17:24 GMT 2024","904","","io.novafoundation.nova.balances.BalancesIntegrationTest","","io.novafoundation.nova.balances.BalancesIntegrationTest","testFeeLoading[Robonomics]","testFeeLoading[Robonomics]",""
"passed","Sun Apr 14 04:04:44 GMT 2024","Sun Apr 14 04:04:44 GMT 2024","7","tests","test_check_new_assets","TestAssets","","","test_has_new_assets[Test for NeuroWeb]",""
"passed","Sun Apr 14 04:17:10 GMT 2024","Sun Apr 14 04:17:12 GMT 2024","1808","","io.novafoundation.nova.balances.BalancesIntegrationTest","","io.novafoundation.nova.balances.BalancesIntegrationTest","testBalancesLoading[Clover]","testBalancesLoading[Clover]",""
"passed","Sun Apr 14 04:04:45 GMT 2024","Sun Apr 14 04:04:45 GMT 2024","6","tests","test_check_new_assets","TestAssets","","","test_has_new_assets[Test for Picasso]",""
"passed","Sun Apr 14 04:05:06 GMT 2024","Sun Apr 14 04:05:06 GMT 2024","0","tests","test_network_parameters","TestPrecision","","","test_precision[Test for Frequency]",""
"passed","Sun Apr 14 04:18:32 GMT 2024","Sun Apr 14 04:18:33 GMT 2024","1635","","io.novafoundation.nova.balances.BalancesIntegrationTest","","io.novafoundation.nova.balances.BalancesIntegrationTest","testBalancesLoading[XX network]","testBalancesLoading[XX network]",""
"passed","Sun Apr 14 04:18:02 GMT 2024","Sun Apr 14 04:18:04 GMT 2024","1181","","io.novafoundation.nova.balances.BalancesIntegrationTest","","io.novafoundation.nova.balances.BalancesIntegrationTest","testBalancesLoading[Altair]","testBalancesLoading[Altair]",""
"passed","Sun Apr 14 04:04:16 GMT 2024","Sun Apr 14 04:04:16 GMT 2024","0","tests","test_network_parameters","TestChainId","","","test_chainId[Test for Moonbeam]",""
"passed","Sun Apr 14 04:04:20 GMT 2024","Sun Apr 14 04:04:20 GMT 2024","0","tests","test_network_parameters","TestPrecision","","","test_precision[Test for KILT]",""
"passed","Sun Apr 14 04:05:18 GMT 2024","Sun Apr 14 04:05:18 GMT 2024","0","tests","test_nodes_availability","","","","test_can_create_connection[Test for Acala, url: wss://acala.polkawallet.io]",""
"passed","Sun Apr 14 04:04:18 GMT 2024","Sun Apr 14 04:04:18 GMT 2024","8","tests","test_check_new_assets","TestAssets","","","test_has_new_assets[Test for Shiden]",""
"passed","Sun Apr 14 04:06:03 GMT 2024","Sun Apr 14 04:06:03 GMT 2024","0","tests","test_nodes_availability","","","","test_can_create_connection[Test for Interlay, url: wss://rpc-interlay.luckyfriday.io/]",""
