"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","test_chainId[Test for CC Enterprise]","tests","Mon May 19 15:07:39 GMT 2025","passed","Mon May 19 15:07:39 GMT 2025","TestChainId","test_network_parameters","",""
"","0","test_chainId[Test for Ajuna]","tests","Mon May 19 15:07:11 GMT 2025","passed","Mon May 19 15:07:11 GMT 2025","TestChainId","test_network_parameters","",""
"","16","test_rpc_node_is_synced[Test for KILT, url: wss://kilt.dotters.network]","tests","Mon May 19 15:07:58 GMT 2025","passed","Mon May 19 15:07:58 GMT 2025","","test_substrate_node_is_synced","",""
"","1","test_chainId[Test for Kusama People]","tests","Mon May 19 15:06:28 GMT 2025","passed","Mon May 19 15:06:28 GMT 2025","TestChainId","test_network_parameters","",""
"","9","test_has_new_assets[Test for Hyperbridge Nexus]","tests","Mon May 19 15:07:32 GMT 2025","passed","Mon May 19 15:07:32 GMT 2025","TestAssets","test_check_new_assets","",""
"","89","test_rpc_method_is_available[Test for Kusama, url: wss://apps-kusama-rpc.polkadot.io]","tests","Mon May 19 15:06:37 GMT 2025","passed","Mon May 19 15:06:37 GMT 2025","","test_rpc_methods_availability","",""
"","17","test_rpc_node_is_synced[Test for Kusama Coretime, url: wss://sys.ibp.network/coretime-kusama]","tests","Mon May 19 15:09:42 GMT 2025","passed","Mon May 19 15:09:42 GMT 2025","","test_substrate_node_is_synced","",""
"","120","test_rpc_node_is_synced[Test for Kusama Coretime, url: wss://coretime-kusama-rpc.dwellir.com]","tests","Mon May 19 15:09:42 GMT 2025","passed","Mon May 19 15:09:42 GMT 2025","","test_substrate_node_is_synced","",""
"","0","test_chainId[Test for Pendulum]","tests","Mon May 19 15:07:13 GMT 2025","passed","Mon May 19 15:07:13 GMT 2025","TestChainId","test_network_parameters","",""
"","0","test_can_create_connection[Test for Westend (TESTNET), url: wss://westend.public.curie.radiumblock.co/ws]","tests","Mon May 19 15:07:17 GMT 2025","passed","Mon May 19 15:07:17 GMT 2025","","test_nodes_availability","",""
"","0","test_precision[Test for Polimec]","tests","Mon May 19 15:07:31 GMT 2025","passed","Mon May 19 15:07:31 GMT 2025","TestPrecision","test_network_parameters","",""
"","405","test_rpc_node_is_synced[Test for Darwinia, url: wss://rpc.darwinia.network]","tests","Mon May 19 15:08:31 GMT 2025","passed","Mon May 19 15:08:32 GMT 2025","","test_substrate_node_is_synced","",""
"","1","test_can_create_connection[Test for Acurast Canary, url: wss://public-rpc.canary.acurast.com]","tests","Mon May 19 15:09:33 GMT 2025","passed","Mon May 19 15:09:33 GMT 2025","","test_nodes_availability","",""
"","6","test_has_new_assets[Test for Subsocial]","tests","Mon May 19 15:06:50 GMT 2025","passed","Mon May 19 15:06:50 GMT 2025","TestAssets","test_check_new_assets","",""
"","98","test_rpc_method_is_available[Test for Nodle Parachain, url: wss://nodle-rpc.dwellir.com]","tests","Mon May 19 15:07:35 GMT 2025","passed","Mon May 19 15:07:35 GMT 2025","","test_rpc_methods_availability","",""
"","0","test_rpc_method_is_available[Test for Phala, url: wss://phala.public.curie.radiumblock.co/ws]","tests","Mon May 19 15:07:59 GMT 2025","broken","Mon May 19 15:07:59 GMT 2025","","test_rpc_methods_availability","",""
"","103","test_rpc_method_is_available[Test for Westend (TESTNET), url: wss://rpc.ibp.network/westend]","tests","Mon May 19 15:07:07 GMT 2025","passed","Mon May 19 15:07:07 GMT 2025","","test_rpc_methods_availability","",""
"","67","test_rpc_node_is_synced[Test for Karura, url: wss://karura-rpc-2.aca-api.network/ws]","tests","Mon May 19 15:06:33 GMT 2025","passed","Mon May 19 15:06:33 GMT 2025","","test_substrate_node_is_synced","",""
"","52","test_rpc_method_is_available[Test for Karura, url: wss://karura-rpc.dwellir.com]","tests","Mon May 19 15:06:37 GMT 2025","passed","Mon May 19 15:06:38 GMT 2025","","test_rpc_methods_availability","",""
"","1","test_can_create_connection[Test for Ajuna, url: wss://ajuna.ibp.network]","tests","Mon May 19 15:08:46 GMT 2025","passed","Mon May 19 15:08:46 GMT 2025","","test_nodes_availability","",""
"","132","test_rpc_node_is_synced[Test for Ajuna, url: wss://rpc-para.ajuna.network]","tests","Mon May 19 15:08:33 GMT 2025","passed","Mon May 19 15:08:33 GMT 2025","","test_substrate_node_is_synced","",""
"","0","test_can_create_connection[Test for Aleph Zero, url: wss://ws.azero.dev]","tests","Mon May 19 15:08:04 GMT 2025","passed","Mon May 19 15:08:04 GMT 2025","","test_nodes_availability","",""
"","109","test_rpc_method_is_available[Test for QUARTZ, url: wss://us-ws-quartz.unique.network]","tests","Mon May 19 15:08:16 GMT 2025","passed","Mon May 19 15:08:16 GMT 2025","","test_rpc_methods_availability","",""
"","0","test_precision[Test for Basilisk]","tests","Mon May 19 15:06:37 GMT 2025","passed","Mon May 19 15:06:37 GMT 2025","TestPrecision","test_network_parameters","",""
"","5","test_has_new_assets[Test for Creditcoin]","tests","Mon May 19 15:07:41 GMT 2025","passed","Mon May 19 15:07:41 GMT 2025","TestAssets","test_check_new_assets","",""
"","6","test_has_new_assets[Test for Darwinia]","tests","Mon May 19 15:07:11 GMT 2025","passed","Mon May 19 15:07:11 GMT 2025","TestAssets","test_check_new_assets","",""
"","0","test_can_create_connection[Test for Polkadot, url: wss://rpc.ibp.network/polkadot]","tests","Mon May 19 15:06:41 GMT 2025","passed","Mon May 19 15:06:41 GMT 2025","","test_nodes_availability","",""
